harm	voice4	voice3	voice2	voice1	beat	meter	onset_strength	beat_strength	LABEL	similarity
I	2r	2r	8cc	4ee	1	M6/8	2.0	strong beat	1.0	0.5
I	2r	2r	8b	4ee	1.5	M6/8	1.0	off beat	0.0	0.0
Lt/ii	2r	2r	8b-	8gg#	2	M6/8	2.0	off beat	1.0	0.0
V/ii	2r	2r	4a	8aa	2.5	M6/8	2.0	weak beat	1.0	0.6666666666666666
V/ii	8r	8r	4a	8gg#	3	M6/8	1.0	off beat	0.0	0.3333333333333333
V7/ii	8A	8c#	8ee	8gg	3.5	M6/8	4.0	off beat	1.0	0.0
VI/ii	8B-	8d	4dd	4ff	1	M6/8	4.0	strong beat	1.0	0.5714285714285714
VI/ii	8A	8c#	4dd	4ff	1.5	M6/8	2.0	off beat	0.0	0.0
Lt/i	8A-	8c	8f#	2r	2	M6/8	3.0	off beat	1.0	0.0
V	4G	4B	8g	2r	2.5	M6/8	3.0	weak beat	1.0	0.8
V	4G	4B	8f#	2r	3	M6/8	1.0	off beat	0.0	0.3333333333333333
?	8B	8d#	8f	2r	3.5	M6/8	2.0	off beat	1.0	0.0
I	8c	8e	4e	2.r	1	M6/8	2.0	strong beat	1.0	0.4
V7c/vi	8B	8d#	4e	2.r	1.5	M6/8	2.0	off beat	1.0	0.0
Lt/ii	8B-	8d	8g#	2.r	2	M6/8	3.0	off beat	1.0	0.0
V/ii	4A	4c#	8a	2.r	2.5	M6/8	3.0	weak beat	1.0	0.8
V/ii	4A	4c#	8g#	2.r	3	M6/8	1.0	off beat	0.0	0.3333333333333333
viio/ii	8c#	8e	8g	2.r	3.5	M6/8	2.0	off beat	1.0	0.0
ii	4.d	4.f	8f	2.r	1	M6/8	2.0	strong beat	1.0	0.8
ii	4.d	4.f	8a	2.r	1.5	M6/8	1.0	off beat	0.0	0.6666666666666666
?	4.d	4.f	4b-	2.r	2	M6/8	1.0	off beat	1.0	0.3333333333333333
?	4.c	4.e	4b-	2.r	2.5	M6/8	2.0	weak beat	0.0	0.6666666666666666
I+	4.c	4.e	8g#	2.r	3	M6/8	1.0	off beat	1.0	0.6666666666666666
vib	4.c	4.e	[8a	2.r	3.5	M6/8	1.0	off beat	1.0	0.3333333333333333
IV/IV	4.B-	4.d	8a]	2.r	1	M6/8	2.0	strong beat	1.0	0.8
IV/IV	4.B-	4.d	8dd	2.r	1.5	M6/8	1.0	off beat	0.0	0.8
vb	4.B-	4.d	4g	2.r	2	M6/8	1.0	off beat	1.0	0.3333333333333333
vb	4.A	4.c	4g	2.r	2.5	M6/8	2.0	weak beat	0.0	0.6666666666666666
vi	4.A	4.c	8e	2.r	3	M6/8	1.0	off beat	1.0	0.6666666666666666
IVb	4.A	4.c	[8f	2.r	3.5	M6/8	1.0	off beat	1.0	0.3333333333333333
vm7	4G	4B-	8f]	8r	1	M6/8	2.0	strong beat	1.0	0.5714285714285714
vm7	4G	4B-	8e	8a	1.5	M6/8	2.0	off beat	0.0	0.2857142857142857
iib	8F	8A	8d	8a	2	M6/8	3.0	off beat	1.0	0.2857142857142857
V7/ii	4.E	4.G	4.c#	8aa	2.5	M6/8	4.0	weak beat	1.0	0.75
V7/ii	4.E	4.G	4.c#	8gg#	3	M6/8	1.0	off beat	0.0	0.8571428571428571
V7/ii	4.E	4.G	4.c#	8gg	3.5	M6/8	1.0	off beat	0.0	0.0
i[ii]	4D	8A	8d	4ff	1	M6/8	4.0	strong beat	1.0	1.0
i[ii]	4D	8d	8a	4ff	1.5	M6/8	1.0	off beat	0.0	1.0
i[ii]	8r	8f	8a	8dd	2	M6/8	2.0	off beat	0.0	0.3333333333333333
V	8A	4e	8aa	16cc#	2.5	M6/8	4.0	weak beat	1.0	0.8
V	8A	4e	8aa	16a	2.75	M6/8	1.0	off beat	0.0	0.3333333333333333
viio/V	8B	4e	8gg#	16dd	3	M6/8	3.0	off beat	1.0	0.75
viio/V	8B	4e	8gg#	16a	3.25	M6/8	1.0	off beat	0.0	0.2857142857142857
V7b	8c#	8r	8gg	16ee	3.5	M6/8	3.0	off beat	1.0	0.6666666666666666
V7b	8c#	8r	8gg	16a	3.75	M6/8	1.0	off beat	0.0	0.0
i	8d	2r	8ff	4ff	1	M6/8	2.0	strong beat	1.0	0.8
i	8e	2r	8dd	4ff	1.5	M6/8	2.0	off beat	0.0	0.4
III	8f	2r	8cc	2r	2	M6/8	2.0	off beat	1.0	0.0
iiom7b	8g	2r	4b-	2r	2.5	M6/8	2.0	weak beat	1.0	0.8
iiom7b	8e	8G	4b-	2r	3	M6/8	2.0	off beat	0.0	0.6666666666666666
iiom7b	8d	[8G	8ee	2r	3.5	M6/8	2.0	off beat	0.0	0.3333333333333333
V7b	4c#	8G]	4a	8r	1	M6/8	2.0	strong beat	1.0	0.6666666666666666
V7b	4c#	16A	4a	8e	1.5	M6/8	2.0	off beat	0.0	0.8571428571428571
V7b	4c#	16G	4a	8e	1.75	M6/8	1.0	off beat	0.0	0.0
i	8d	4F	8dd	8f	2	M6/8	4.0	off beat	1.0	0.4
viioD7d	4.B-	4F	8g	8g	2.5	M6/8	2.0	weak beat	1.0	0.5714285714285714
viioD7d	4.B-	8E	8gg	8cc#	3	M6/8	3.0	off beat	0.0	0.5714285714285714
ivb	4.B-	8D	8gg	8dd	3.5	M6/8	2.0	off beat	1.0	0.2857142857142857
V7	4A	4C#	8gg	4.ee	1	M6/8	3.0	strong beat	1.0	0.8571428571428571
V7	4A	4C#	16aa	4.ee	1.5	M6/8	1.0	off beat	0.0	0.8571428571428571
V7	4A	4C#	16gg	4.ee	1.75	M6/8	1.0	off beat	0.0	0.5714285714285714
V7	4r	8c#	16ff	4.ee	2	M6/8	2.0	off beat	0.0	0.8
V7	4r	8c#	16ee	4.ee	2.25	M6/8	0.0	off beat	0.0	0.0
ii	4r	8d	8ff	4.ff	2.5	M6/8	2.0	weak beat	1.0	0.8
ii	8D	8a	16f	4.ff	3	M6/8	3.0	off beat	0.0	0.8571428571428571
ii	8D	8a	16g	4.ff	3.25	M6/8	1.0	off beat	0.0	0.8571428571428571
ii	8D	8a	16f	4.ff	3.5	M6/8	1.0	off beat	0.0	0.8571428571428571
ii	8D	8a	16e	4.ff	3.75	M6/8	1.0	off beat	0.0	0.5714285714285714
V/iv	8d	4.a	8d	4.ff#	1	M6/8	2.0	strong beat	1.0	0.8571428571428571
V/iv	8c#	4.a	8dd	4.ff#	1.5	M6/8	2.0	off beat	0.0	0.75
V/iv	8c	4.a	8dd	4.ff#	2	M6/8	1.0	off beat	0.0	0.2857142857142857
ivb	8B-	8b-	[4.dd	8gg	2.5	M6/8	3.0	weak beat	1.0	0.3333333333333333
ivb	8A	8cc	[4.dd	8aa	3	M6/8	3.0	off beat	0.0	0.3333333333333333
ivb	8G	8dd	[4.dd	8bb-	3.5	M6/8	2.0	off beat	0.0	0.3333333333333333
ib	4F	4a	4dd]	8aa	1	M6/8	3.0	strong beat	1.0	1.0
ib	4F	4a	4dd]	8ddd	1.5	M6/8	1.0	off beat	0.0	0.3333333333333333
ivb	8B-	8d	8gg	4ddd	2	M6/8	3.0	off beat	1.0	0.6666666666666666
iiom7	4E	4g	4.gg	4ddd	2.5	M6/8	2.0	weak beat	1.0	0.6666666666666666
iiom7	4E	4g	4.gg	16aa	3	M6/8	1.0	off beat	0.0	0.6666666666666666
iiom7	4E	4g	4.gg	16bb-	3.25	M6/8	1.0	off beat	0.0	0.3333333333333333
vm7	8A	8c	4.gg	[8ccc	3.5	M6/8	3.0	off beat	1.0	0.3333333333333333
VIb	4D	4f	4.ff	8ccc]	1	M6/8	3.0	strong beat	1.0	0.6666666666666666
VIb	4D	4f	4.ff	16bb-	1.5	M6/8	1.0	off beat	0.0	0.6666666666666666
VIb	4D	4f	4.ff	16aa	1.75	M6/8	1.0	off beat	0.0	0.3333333333333333
ivm7	8G	4r	4.ff	4bb-	2	M6/8	2.0	off beat	1.0	0.3333333333333333
V7/III	[4.C	4r	4ee	4bb-	2.5	M6/8	2.0	weak beat	1.0	0.6666666666666666
V7/III	[4.C	8C	4ee	16aa	3	M6/8	1.0	off beat	0.0	0.6666666666666666
V7/III	[4.C	8C	4ee	16gg	3.25	M6/8	1.0	off beat	0.0	0.3333333333333333
IIIc	[4.C	8C	8ff	8aa	3.5	M6/8	2.0	off beat	1.0	0.3333333333333333
V/III	2.C]	8c	8ee	4gg	1	M6/8	3.0	strong beat	1.0	0.6666666666666666
V/III	2.C]	8B	8c	4gg	1.5	M6/8	1.0	off beat	0.0	0.4
V7/III	2.C]	8B-	8c	2r	2	M6/8	1.0	off beat	1.0	0.5
V7/III	2.C]	8A	8cc	2r	2.5	M6/8	2.0	weak beat	0.0	0.4
V7/III	2.C]	8G	8b	2r	3	M6/8	2.0	off beat	0.0	0.3333333333333333
V7/III	2.C]	8E	8b-	2r	3.5	M6/8	2.0	off beat	0.0	0.0
III	4FF	4F	8a	8r	1	M6/8	3.0	strong beat	1.0	0.6666666666666666
III	4FF	4F	8f	8f	1.5	M6/8	1.0	off beat	0.0	1.0
III	2r	2r	8f	8f	2	M6/8	0.0	off beat	0.0	0.6666666666666666
III	2r	2r	8dd	8ff	2.5	M6/8	2.0	weak beat	0.0	0.0
III	2r	2r	8cc#	8ee	3	M6/8	2.0	off beat	0.0	0.0
III	2r	2r	8cc	8ee-	3.5	M6/8	2.0	off beat	0.0	0.0
VI	8r	8r	4b-	4dd	1	M6/8	2.0	strong beat	1.0	1.0
VI	8BB-	8D	4b-	4dd	1.5	M6/8	2.0	off beat	0.0	1.0
VI	8BB-	8D	2r	2r	2	M6/8	0.0	off beat	0.0	1.0
VI	8B-	8d	2r	2r	2.5	M6/8	2.0	weak beat	0.0	0.0
VI	8A	8c#	2r	2r	3	M6/8	2.0	off beat	0.0	0.0
VI	8A-	8c	2r	2r	3.5	M6/8	2.0	off beat	0.0	0.0
ivb/iv	4G	4B	8r	8r	1	M6/8	2.0	strong beat	1.0	0.8
ivb/iv	4G	4B	8e	8g	1.5	M6/8	2.0	off beat	0.0	0.8
ivb/iv	2r	2r	8e	8g	2	M6/8	0.0	off beat	0.0	1.0
ivb/iv	2r	2r	8ee	8gg	2.5	M6/8	2.0	weak beat	0.0	0.0
ivb/iv	2r	2r	8dd#	8ff#	3	M6/8	2.0	off beat	0.0	0.0
ivb/iv	2r	2r	8dd	8ff	3.5	M6/8	2.0	off beat	0.0	0.0
VII	8r	8r	4cc	4ee	1	M6/8	2.0	strong beat	1.0	1.0
VII	8CC	8E	4cc	4ee	1.5	M6/8	2.0	off beat	0.0	1.0
VII	8CC	8E	2r	2r	2	M6/8	0.0	off beat	0.0	1.0
VII	8C	8e	2r	2r	2.5	M6/8	2.0	weak beat	0.0	0.0
VII	8BB	8d#	2r	2r	3	M6/8	2.0	off beat	0.0	0.0
VII	8BB-	8d	2r	2r	3.5	M6/8	2.0	off beat	0.0	0.0
III+b	4AA	4c#	8r	8r	1	M6/8	2.0	strong beat	1.0	0.8
III+b	4AA	4c#	8f	8a	1.5	M6/8	2.0	off beat	0.0	0.8
III+b	2r	2r	8f	8a	2	M6/8	0.0	off beat	0.0	1.0
III+b	2r	2r	8ff	8aa	2.5	M6/8	2.0	weak beat	0.0	0.0
III+b	2r	2r	8ee	8gg#	3	M6/8	2.0	off beat	0.0	0.0
III+b	2r	2r	8ee-	8gg	3.5	M6/8	2.0	off beat	0.0	0.0
i	2.r	2.r	8dd	8ff	1	M6/8	2.0	strong beat	1.0	0.0
i	2.r	2.r	8cc#	8ee	1.5	M6/8	2.0	off beat	0.0	0.5
i	2.r	2.r	8ee	8gg	2	M6/8	1.0	off beat	0.0	0.0
i	2.r	2.r	8dd	8ff	2.5	M6/8	2.0	weak beat	0.0	0.5
i	2.r	2.r	8b-	8dd	3	M6/8	1.0	off beat	0.0	0.5
i	2.r	2.r	8d	8g#	3.5	M6/8	2.0	off beat	0.0	0.0
V	8r	4.r	4c#	4a	1	M6/8	2.0	strong beat	1.0	1.0
V	8AA	4.r	4c#	4a	1.5	M6/8	1.0	off beat	0.0	0.6666666666666666
V	8AA	4.r	8r	2r	2	M6/8	0.0	off beat	0.0	0.6666666666666666
V	8A	16c#	8a	2r	2.5	M6/8	3.0	weak beat	0.0	0.6666666666666666
V	8A	16A	8a	2r	2.75	M6/8	0.0	off beat	0.0	0.0
viio/V	8G#	16d	8b	2r	3	M6/8	3.0	off beat	1.0	0.6666666666666666
viio/V	8G#	16A	8b	2r	3.25	M6/8	1.0	off beat	0.0	0.0
V7d	8G	16e	8cc#	2r	3.5	M6/8	3.0	off beat	1.0	0.6666666666666666
V7d	8G	16A	8cc#	2r	3.75	M6/8	1.0	off beat	0.0	0.0
Vb/IV	4F#	4f#	4dd	8r	1	M6/8	3.0	strong beat	1.0	1.0
Vb/IV	4F#	4f#	4dd	8dd	1.5	M6/8	0.0	off beat	0.0	0.6666666666666666
Vb/IV	8r	8r	2r	8dd	2	M6/8	0.0	off beat	0.0	0.6666666666666666
Vb/IV	16F#	8D	2r	8ddd	2.5	M6/8	3.0	weak beat	0.0	0.6666666666666666
Vb/IV	16D	8D	2r	8ddd	2.75	M6/8	0.0	off beat	0.0	0.0
viioc	16G	8E	2r	8ccc#	3	M6/8	3.0	off beat	1.0	0.6666666666666666
viioc	16D	8E	2r	8ccc#	3.25	M6/8	1.0	off beat	0.0	0.0
V7c/IV	16A	8F#	2r	8ccc	3.5	M6/8	3.0	off beat	1.0	0.6666666666666666
V7c/IV	16D	8F#	2r	8ccc	3.75	M6/8	1.0	off beat	0.0	0.0
IV	4B	4G	8r	4bb	1	M6/8	3.0	strong beat	1.0	1.0
IV	4B	4G	8g	4bb	1.5	M6/8	1.0	off beat	0.0	0.6666666666666666
IV	8r	2r	8g	8r	2	M6/8	0.0	off beat	0.0	0.6666666666666666
IV	8G	2r	8gg	16b	2.5	M6/8	3.0	weak beat	0.0	0.6666666666666666
IV	8G	2r	8gg	16g	2.75	M6/8	1.0	off beat	0.0	0.0
viiob/IV	8A	2r	8ff#	16cc	3	M6/8	3.0	off beat	1.0	0.6666666666666666
viiob/IV	8A	2r	8ff#	16g	3.25	M6/8	1.0	off beat	0.0	0.0
V7b/VII	8B	2r	8ff	16dd	3.5	M6/8	3.0	off beat	1.0	0.6666666666666666
V7b/VII	8B	2r	8ff	16g	3.75	M6/8	1.0	off beat	0.0	0.0
I[VII]	4c	8c	4ee	8ee	1	M6/8	2.0	strong beat	1.0	0.8
I[VII]	4c	8d	4ee	8cc	1.5	M6/8	2.0	off beat	0.0	0.8
I[VII]	2r	8e	8r	8cc	2	M6/8	1.0	off beat	0.0	0.8
I[VII]	2r	[4.f	16ee	8ccc	2.5	M6/8	3.0	weak beat	0.0	0.8
I[VII]	2r	[4.f	16cc	8ccc	2.75	M6/8	1.0	off beat	0.0	0.5
I[VII]	2r	[4.f	16ff	8bb	3	M6/8	2.0	off beat	0.0	0.8
I[VII]	2r	[4.f	16cc	8bb	3.25	M6/8	1.0	off beat	0.0	0.3333333333333333
V7/IV	2r	[4.f	16gg	8bb-	3.5	M6/8	2.0	off beat	1.0	0.6666666666666666
V7/IV	2r	[4.f	16cc	8bb-	3.75	M6/8	1.0	off beat	0.0	0.4
IV	8r	2f]	4.aa	4aa	1	M6/8	1.0	strong beat	1.0	0.8
IV	8d	2f]	4.aa	4aa	1.5	M6/8	1.0	off beat	0.0	0.6666666666666666
IV	8c	2f]	4.aa	2r	2	M6/8	1.0	off beat	0.0	0.3333333333333333
Vb	8B	2f]	4.gg	2r	2.5	M6/8	2.0	weak beat	1.0	0.3333333333333333
I	8c	8e	4.gg	2r	3	M6/8	2.0	off beat	1.0	0.6666666666666666
iiic	8B	[8ee	4.gg	2r	3.5	M6/8	2.0	off beat	1.0	0.3333333333333333
IVb	8A	8ee]	4.ff	2.r	1	M6/8	2.0	strong beat	1.0	0.3333333333333333
viio	8B	16dd	4.ff	2.r	1.5	M6/8	2.0	off beat	1.0	0.6666666666666666
viio	8B	16cc#	4.ff	2.r	1.75	M6/8	1.0	off beat	0.0	0.3333333333333333
iic	8A	4dd	4.ff	2.r	2	M6/8	2.0	off beat	1.0	0.3333333333333333
V/vi	8G#	4dd	4.ee	2.r	2.5	M6/8	2.0	weak beat	1.0	0.3333333333333333
vi	8A	8cc	4.ee	2.r	3	M6/8	2.0	off beat	1.0	0.6666666666666666
Ic	8G	[8cc	4.ee	2.r	3.5	M6/8	1.0	off beat	1.0	0.3333333333333333
Vb/V	8F#	8cc]	4.dd	2.r	1	M6/8	2.0	strong beat	1.0	0.3333333333333333
V	8G	16b	4.dd	2.r	1.5	M6/8	2.0	off beat	1.0	0.6666666666666666
V	8G	16a	4.dd	2.r	1.75	M6/8	1.0	off beat	0.0	0.3333333333333333
V7d	8F#	4b	4.dd	2.r	2	M6/8	2.0	off beat	1.0	0.3333333333333333
IM7b	8E	4b	4.cc	2.r	2.5	M6/8	2.0	weak beat	1.0	0.3333333333333333
IV	8F#	8a	4.cc	2.r	3	M6/8	2.0	off beat	1.0	0.6666666666666666
vic	8E	[8a	4.cc	2.r	3.5	M6/8	1.0	off beat	1.0	0.3333333333333333
V7b/iii	8D#	8a]	2b	2.r	1	M6/8	2.0	strong beat	1.0	0.3333333333333333
iii	8E	8g	2b	2.r	1.5	M6/8	2.0	off beat	1.0	0.3333333333333333
viiob/vi	8D	8f#	2b	2.r	2	M6/8	2.0	off beat	1.0	0.3333333333333333
vib	4.C	4.e	2b	2.r	2.5	M6/8	2.0	weak beat	1.0	0.6666666666666666
vib	4.C	4.e	16a	2.r	3	M6/8	1.0	off beat	0.0	0.6666666666666666
vib	4.C	4.e	16g#	2.r	3.25	M6/8	1.0	off beat	0.0	0.6666666666666666
vib	4.C	4.e	[8a	2.r	3.5	M6/8	1.0	off beat	0.0	0.3333333333333333
viiob/vi	2BB	4d#	8a]	8r	1	M6/8	2.0	strong beat	1.0	0.6666666666666666
viiob/vi	2BB	4d#	16g	8b	1.5	M6/8	2.0	off beat	0.0	0.6666666666666666
viiob/vi	2BB	4d#	16f#	8b	1.75	M6/8	1.0	off beat	0.0	0.3333333333333333
iiic	2BB	8e	8g	8b	2	M6/8	2.0	off beat	1.0	0.3333333333333333
V/iii	2BB	16d#	4f#	8bb	2.5	M6/8	3.0	weak beat	1.0	0.8
V/iii	2BB	16B	4f#	8bb	2.75	M6/8	1.0	off beat	0.0	0.3333333333333333
viio/vii	8C#	16e	4f#	8aa#	3	M6/8	3.0	off beat	1.0	0.75
viio/vii	8C#	16B	4f#	8aa#	3.25	M6/8	1.0	off beat	0.0	0.2857142857142857
V7b/iii	8D#	16f#	8r	8aa	3.5	M6/8	2.0	off beat	1.0	0.6666666666666666
V7b/iii	8D#	16B	8r	8aa	3.75	M6/8	1.0	off beat	0.0	0.0
i[iii]	8E	4g	2r	8gg	1	M6/8	3.0	strong beat	1.0	0.8
i[iii]	8F#	4g	2r	8ee	1.5	M6/8	2.0	off beat	0.0	0.4
i[iii]	8G	4r	2r	8dd	2	M6/8	2.0	off beat	0.0	0.0
viiom7b/III	4A	4r	2r	4cc	2.5	M6/8	2.0	weak beat	1.0	0.8
viiom7b/III	4A	8f#	8a	4cc	3	M6/8	2.0	off beat	0.0	0.6666666666666666
viiom7b/III	8r	8e	[8a	8ff#	3.5	M6/8	2.0	off beat	0.0	0.3333333333333333
V7b	2.r	4d#	8a]	4b	1	M6/8	2.0	strong beat	1.0	0.8
V7b	2.r	4d#	16b	4b	1.5	M6/8	0.0	off beat	0.0	0.8
V7b	2.r	4d#	16a	4b	1.75	M6/8	1.0	off beat	0.0	0.0
i	2.r	8e	4g	8ee	2	M6/8	3.0	off beat	1.0	0.4
i	2.r	4.c	4g	8a	2.5	M6/8	2.0	weak beat	0.0	0.6666666666666666
iio	2.r	4.c	8f#	8aa	3	M6/8	2.0	off beat	1.0	0.6666666666666666
iv	2.r	4.c	8e	8aa	3.5	M6/8	1.0	off beat	1.0	0.3333333333333333
V7	2r	4.B	4.d#	8aa	1	M6/8	2.0	strong beat	1.0	0.8
V7	2r	4.B	4.d#	16bb	1.5	M6/8	1.0	off beat	0.0	0.8
V7	2r	4.B	4.d#	16aa	1.75	M6/8	1.0	off beat	0.0	0.6666666666666666
V7	2r	4.B	4.d#	16gg	2	M6/8	1.0	off beat	0.0	0.6666666666666666
V7	2r	4.B	4.d#	16ff#	2.25	M6/8	1.0	off beat	0.0	0.0
i	2r	4.e	4e	8gg	2.5	M6/8	2.0	weak beat	1.0	1.0
i	8E	4.e	4e	16g	3	M6/8	2.0	off beat	0.0	0.5
i	8E	4.e	4e	16a	3.25	M6/8	1.0	off beat	0.0	0.5
i	8E	4.e	8r	16g	3.5	M6/8	1.0	off beat	0.0	0.5
i	8E	4.e	8r	16f#	3.75	M6/8	1.0	off beat	0.0	0.6666666666666666
i	8e	[2.e	2.r	8e	1	M6/8	0.0	strong beat	0.0	0.5
viio	8d#	[2.e	2.r	8f#	1.5	M6/8	2.0	off beat	1.0	0.3333333333333333
viioc/III	8d	[2.e	2.r	8g#	2	M6/8	2.0	off beat	1.0	0.3333333333333333
iv	8c	[2.e	2.r	8a	2.5	M6/8	2.0	weak beat	1.0	0.4
V	8B	[2.e	2.r	8b	3	M6/8	2.0	off beat	1.0	0.4
iv	8A	[2.e	2.r	8cc	3.5	M6/8	2.0	off beat	1.0	0.3333333333333333
ib	4G	4e]	8r	4.b	1	M6/8	2.0	strong beat	1.0	1.0
ib	4G	4e]	8ee	4.b	1.5	M6/8	1.0	off beat	0.0	0.6666666666666666
VI	8c	2r	4ee	4.b	2	M6/8	1.0	off beat	1.0	0.3333333333333333
Vb/III	4F#	2r	4ee	4.a	2.5	M6/8	2.0	weak beat	1.0	0.6666666666666666
Vb/III	4F#	2r	16dd	4.a	3	M6/8	1.0	off beat	0.0	0.6666666666666666
Vb/III	4F#	2r	16cc#	4.a	3.25	M6/8	1.0	off beat	0.0	0.3333333333333333
IIIb	8B	2r	[8dd	4.a	3.5	M6/8	2.0	off beat	1.0	0.3333333333333333
VIb	4E	2r	8dd]	4.g	1	M6/8	2.0	strong beat	1.0	0.6666666666666666
VIb	4E	2r	16cc	4.g	1.5	M6/8	1.0	off beat	0.0	0.6666666666666666
VIb	4E	2r	16b	4.g	1.75	M6/8	1.0	off beat	0.0	0.3333333333333333
ivm7	8A	2r	4cc	4.g	2	M6/8	2.0	off beat	1.0	0.3333333333333333
V/III	4.D	2r	4cc	4f#	2.5	M6/8	2.0	weak beat	1.0	0.6666666666666666
V/III	4.D	8d	16b	4f#	3	M6/8	2.0	off beat	0.0	0.6666666666666666
V/III	4.D	8d	16a	4f#	3.25	M6/8	1.0	off beat	0.0	0.3333333333333333
IIIb	4.D	8d	8b	8g	3.5	M6/8	2.0	off beat	1.0	0.3333333333333333
V/III	8D	8dd	4a	16f#	1	M6/8	3.0	strong beat	1.0	0.8
V/III	8D	8dd	4a	16d	1.25	M6/8	1.0	off beat	0.0	0.3333333333333333
viiob	8E	8cc#	4a	16g	1.5	M6/8	3.0	off beat	1.0	0.75
viiob	8E	8cc#	4a	16d	1.75	M6/8	1.0	off beat	0.0	0.2857142857142857
viio/III	8F#	8cc	2r	16a	2	M6/8	2.0	off beat	1.0	0.6666666666666666
viio/III	8F#	8cc	2r	16d	2.25	M6/8	1.0	off beat	0.0	0.0
III	8G	8b	2r	4b	2.5	M6/8	2.0	weak beat	1.0	0.8
III	8A	8g	2r	4b	3	M6/8	2.0	off beat	0.0	0.4
V	8B	8f#	2r	8r	3.5	M6/8	2.0	off beat	1.0	0.0
VI	4c	4e	8r	2r	1	M6/8	2.0	strong beat	1.0	1.0
VI	4c	4e	8c	2r	1.5	M6/8	0.0	off beat	0.0	0.5
iv	2r	8a	4c	2r	2	M6/8	1.0	off beat	1.0	0.5
V/III	2r	8d	4c	2r	2.5	M6/8	1.0	weak beat	1.0	0.5
V/III	2r	8f#	16d	8dd	3	M6/8	2.0	off beat	0.0	0.8
V/III	2r	8f#	16c	8dd	3.25	M6/8	1.0	off beat	0.0	0.3333333333333333
I[III]	2r	8g	8B	8dd	3.5	M6/8	2.0	off beat	1.0	0.3333333333333333
?	2.r	8e	8A	8ddd	1	M6/8	3.0	strong beat	1.0	0.6666666666666666
V/V	2.r	8A	8e	8ccc#	1.5	M6/8	1.0	off beat	1.0	0.0
V7	2.r	8d	8f#	8ccc	2	M6/8	3.0	off beat	1.0	0.0
I	2.r	8G	4g	8bb	2.5	M6/8	3.0	weak beat	1.0	0.5
I	2.r	8A	4g	8gg	3	M6/8	2.0	off beat	0.0	0.0
iii	2.r	8B	8r	8ff#	3.5	M6/8	2.0	off beat	1.0	0.0
iib	8r	8c	2r	4ee	1	M6/8	2.0	strong beat	1.0	0.8
iib	8c	8a	2r	4ee	1.5	M6/8	1.0	off beat	0.0	0.6666666666666666
?	4c	8g	2r	8aa	2	M6/8	2.0	off beat	1.0	0.3333333333333333
V7d	4c	4f#	2r	4dd	2.5	M6/8	2.0	weak beat	1.0	0.6666666666666666
V7d	16d	4f#	8a	4dd	3	M6/8	2.0	off beat	0.0	0.8571428571428571
V7d	16c	4f#	8a	4dd	3.25	M6/8	1.0	off beat	0.0	0.0
Ib	[8B	8g	8b	8gg	3.5	M6/8	4.0	off beat	1.0	0.4
IV	8B]	4.e	8cc	8cc	1	M6/8	2.0	strong beat	1.0	0.5714285714285714
viiob	8A	4.e	8ff#	8ccc	1.5	M6/8	3.0	off beat	1.0	0.5714285714285714
I	8G	4.e	8gg	8ccc	2	M6/8	2.0	off beat	1.0	0.2857142857142857
V7b	4.F#	[4.d	4aa	8ccc	2.5	M6/8	3.0	weak beat	1.0	0.8571428571428571
V7b	4.F#	[4.d	4aa	16ddd	3	M6/8	1.0	off beat	0.0	0.8571428571428571
V7b	4.F#	[4.d	4aa	16ccc	3.25	M6/8	1.0	off beat	0.0	0.5714285714285714
V7b	4.F#	[4.d	8dd	16bb	3.5	M6/8	2.0	off beat	0.0	0.6666666666666666
V7b	4.F#	[4.d	8dd	16aa	3.75	M6/8	1.0	off beat	0.0	0.3333333333333333
I	4G	4d]	8dd	4bb	1	M6/8	2.0	strong beat	1.0	1.0
I	4G	4d]	8gg	4bb	1.5	M6/8	1.0	off beat	0.0	0.4
vib	2r	2r	4gg	8eee	2	M6/8	1.0	off beat	1.0	0.5
vib	2r	2r	4gg	4aa	2.5	M6/8	1.0	weak beat	0.0	0.5
vib	2r	2r	16ff#	4aa	3	M6/8	1.0	off beat	0.0	0.5
vib	2r	2r	16ee	4aa	3.25	M6/8	1.0	off beat	0.0	0.0
Vb	2r	2r	8ff#	8ddd	3.5	M6/8	2.0	off beat	1.0	0.0
ii	2.r	8r	4ee	4gg	1	M6/8	2.0	strong beat	1.0	0.8
ii	2.r	8cc	4ee	4gg	1.5	M6/8	1.0	off beat	0.0	0.4
ii	2.r	4cc	8aa	8ccc	2	M6/8	2.0	off beat	0.0	0.4
V	2.r	4cc	4dd	4ff#	2.5	M6/8	2.0	weak beat	1.0	0.8
V	2.r	16dd	4dd	4ff#	3	M6/8	0.0	off beat	0.0	0.8
V	2.r	16cc	4dd	4ff#	3.25	M6/8	1.0	off beat	0.0	0.0
Ib	2.r	[8b	8gg	8bb	3.5	M6/8	3.0	off beat	1.0	0.4
ii	4.r	8b]	8cc	4ee	1	M6/8	2.0	strong beat	1.0	0.6666666666666666
ii	4.r	8a	8cc	4ee	1.5	M6/8	1.0	off beat	0.0	0.6666666666666666
ii	4.r	8g	4cc	8aa	2	M6/8	2.0	off beat	0.0	0.3333333333333333
V	4d	4f#	4cc	4.dd	2.5	M6/8	3.0	weak beat	1.0	0.8
V	4d	4f#	16dd	4.dd	3	M6/8	0.0	off beat	0.0	0.8
